id,description,en
recordAudit.noType,Label for type of event not available,No event
recordAudit.placeOfBirth,Label for place of birth,Place of birth
recordAudit.placeOfDeath,Label for place of death,Place of death
recordAudit.placeOfMarriage,Label for place of marriage,Place of marriage
recordAudit.regAction.approvedCorrection,,Correction approved
recordAudit.regAction.assigned,,Assigned
recordAudit.regAction.corrected,,Record corrected
recordAudit.regAction.downloaded,,Retrieved
recordAudit.regAction.flaggedAsPotentialDuplicate,,Flagged as potential duplicate
recordAudit.regAction.markedAsDuplicate,,Marked as a duplicate
recordAudit.regAction.markedAsNotDuplicate,Marked not a duplicate status message for record audit,Marked not a duplicate
recordAudit.regAction.reinstated,,"Reinstated to {regStatus, select, validated{ready for review} in_progress{in progress} declared{ready for review} rejected{requires updates} other{}}"
recordAudit.regAction.rejectedCorrection,,Correction rejected
recordAudit.regAction.requestedCorrection,,Correction requested
recordAudit.regAction.unassigned,,Unassigned
recordAudit.regAction.verified,Verified action,Certificate verified
recordAudit.regAction.viewed,,Viewed
recordAudit.regStatus.archived,,Archived
recordAudit.regStatus.certified,,Certified
recordAudit.regStatus.correctionRequested,Label for when someone requested correction,Correction requested
recordAudit.regStatus.declared,,Declaration started
recordAudit.regStatus.declared.sentNotification,Field agent sent notification,Sent notification for review
recordAudit.regStatus.issued,,Issued
recordAudit.regStatus.markedAsNotDuplicate,,Marked not a duplicate
recordAudit.regStatus.registered,,Registered
recordAudit.regStatus.rejected,,Rejected
recordAudit.regStatus.updatedDeclaration,,Updated
recordAudit.regStatus.waitingValidation,,Waiting for validation
recordAudit.registrationNo,Label for Event Registration Number,Registration No
recordAudit.rn,Label for Birth Registration Number,Registration No.
recordAudit.status,Label for status,Status
recordAudit.trackingId,Label for tracking id,Tracking ID
recordAudit.type,Label for event type,Event
regHome.archived,Label for registration status archived,Archived
regHome.certified,Label for registration status certified,Certified
regHome.inPro.selector.field.agents,The title of In progress field agents,Field agents
regHome.inPro.selector.hospital.drafts,The title of In progress Hospitals,Health system
regHome.inPro.selector.own.drafts,The title of In progress own drafts,My drafts
regHome.inProgress,The title of In progress,In progress
regHome.issued,Label for registration status issued,Issued
regHome.outbox.failed,Label for declaration status failed,Failed to send
regHome.outbox.retry,Label for Retry button in Outbox shown for records that failed to send,Retry
regHome.outbox.statusArchiving,Label for application status Archiving,Archiving...
regHome.outbox.statusCertifying,Label for declaration status Certifying,Certifying...
regHome.outbox.statusIssuing,Label for declaration status Issuing,Issuing...
regHome.outbox.statusRegistering,Label for declaration status Registering,Registering...
regHome.outbox.statusReinstating,Label for application status Reinstating,Reinstating...
regHome.outbox.statusRejecting,Label for declaration status Rejecting,Sending for updates...
regHome.outbox.statusRequestingCorrection,Label for declaration status Requesting correction,Correcting...
regHome.outbox.statusSendingForApproval,Label for declaration status waiting for validate,Sending for approval...
regHome.outbox.statusSubmitting,Label for declaration status submitting,Sending...
regHome.outbox.statusWaitingToBeArchived,Label for application status waiting to be archived,Waiting to be archived
regHome.outbox.statusWaitingToBeReinstated,Label for application status waiting to be reinstated,Waiting to be reinstated
regHome.outbox.statusWaitingToCertify,Label for declaration status waiting for certify,Waiting to certify
regHome.outbox.statusWaitingToIssue,Label for declaration status waiting for certify,Waiting to issue
regHome.outbox.statusWaitingToRegister,Label for declaration status waiting for register,Waiting to register
regHome.outbox.statusWaitingToReject,Label for declaration status waiting for reject,Waiting to send for updates
regHome.outbox.statusWaitingToRequestCorrection,Label for declaration status waiting for request correction,Waiting to correct
regHome.outbox.statusWaitingToSubmit,Label for declaration status waiting for reject,Waiting to send
regHome.outbox.statusWaitingToValidate,Label for declaration status waiting for validate,Waiting to send for approval
regHome.outbox.waitingToRetry,Label for declaration status waiting for connection,Waiting to retry
regHome.queryError,,An error occurred while searching
regHome.readyForReview,The title of ready for review,Ready for review
regHome.readyToPrint,The title of ready to print tab,Ready to print
regHome.registrationNumber,The heading of registration no. column,Registration no.
regHome.requestedCorrection,Label for registration status requested correction,Requested correction
regHome.searchInput.placeholder,,Look for a record
regHome.sentForApprovals,The title of sent for approvals tab,Sent for approval
regHome.sentForExternalValidation,The label for external validation waiting duration column,Sent for external validation
regHome.sentForUpdates,The title of sent for updates tab,Sent for updates
regHome.table.label,Results label at the top of the data table component,Results
regHome.table.label.action,Label for action in work queue list item,Action
regHome.table.label.declarationDate,Label for declaration date in work queue list item,Declaration sent
regHome.table.label.registeredDate,Label for date of registration in work queue list item,Registered
regHome.val.regAgent.tooltip,Text to display for validated declaration as tooltip,Declaration has been validated and waiting for approval
regHome.validated.registrar.tooltip,Text to display for validated declaration as tooltip,Declaration has been validated by a registration agent
regHome.waitingForExternalValidation,The title of waiting for external validation,Waiting for external validation
regHome.workqueue.downloadDeclarationFailed,Label for declaration downloading failed,Failed to download record. Please try again
register.SelContact.birthRelLabel,,Relationship to child
register.SelectContactPoint.error,,Please select a main point of contact
register.SelectContactPoint.heading,,Main point of contact
register.SelectContactPoint.phoneNoError,Phone no error text,Not a valid mobile number
register.SelectContactPoint.phoneNoLabel,,Phone number
register.SelectContactPoint.title,,Birth declaration
register.conf.butt.back.dup,,Back to duplicate
register.conf.butt.newDecl,,New declaration
register.confirmationScreen.boxHeaderDesc,,"{event, select, declaration {{eventType, select, birth {birth} death {death} other{birth}} declaration has been sent for review.} registration {{eventType, select, birth {birth} death {death} other{birth}} has been registered.} duplication {{eventType, select, birth {birth} death {death} other{birth}} has been registered.} rejection {{eventType, select, birth {birth} death {death} other{birth}} declaration has been rejected.} certificate {{eventType, select, birth {birth} death {death} other{birth}} certificate has been completed.} offline {{eventType, select, birth {birth} death {death} other{birth}} declaration will be sent when you reconnect.} other {{eventType, select, birth {birth} death {death} other{birth}}}"
register.confirmationScreen.buttons.back,,Back to homescreen
register.confirmationScreen.trackingSectionDesc,,"{event, select, certificate {Certificates have been collected from your jurisdiction.} other {The informant will receive this number via SMS, but make sure they write it down and keep it safe. They should use the number as a reference if enquiring about their registration.} registration {The informant will receive this number via SMS with instructions on how and where to collect the certificate.} duplication{The informant will receive this number via SMS with instructions on how and where to collect the certificate.} rejection{The declaration agent will be informed about the reasons for rejection and instructed to follow up.} offline {The informant will receive the tracking ID number via SMS when the declaration has been sent for review.}} "
register.confirmationScreen.trackingSectionTitle,,"{event, select, declaration {Tracking number:} registration {{eventType, select, birth {Birth} death {Death}} Registration Number:} duplication {{eventType, select, birth {Birth} death {Death}} Registration Number:} other {Tracking number:} certificate {} offline {Tracking number:}} "
register.eventInfo.birth.listItem0,,I am here to start the birth registration process for you.
register.eventInfo.birth.listItem1,,You will receive an SMS to tell you when to visit the office to collect the certificate - Take your ID with you.
register.eventInfo.birth.listItem2,,"Make sure you collect the certificate. A birth certificate is critical for this child, especially to make their life easy later on. It will help to access health services, school examinations and government benefits."
register.eventInfo.birth.listItem3,,
register.eventInfo.birth.title,,Introduction: Helping you register your child's birth
register.eventInfo.death.listItem0,,I am here to start the death registration process for you.
register.eventInfo.death.listItem1,,You will receive an SMS to tell you when to visit the office to collect the certificate - Take your ID with you.
register.eventInfo.death.listItem2,,Make sure you collect the certificate. A death certificate is critical to support with inheritance claims and to resolve the affairs of the deceased e.g. closing bank accounts and settling loans.
register.eventInfo.death.listItem3,,
register.eventInfo.death.title,,Introduce the death registration process to the informant
register.eventInfo.event.title,,"Introduce the {eventType, select, birth{birth} death{death} other{marriage}} registration process to the informant"
register.eventInfo.marriage.listItem0,,I am here to complete the marriage registration declaration for you.
register.eventInfo.marriage.listItem1,,"Once I complete the declaration, it will be sent to the registration office for review."
register.eventInfo.marriage.listItem2,,Wait for an SMS to tell you when to visit the office to collect the certificate - Take your ID with you.
register.eventInfo.marriage.title,,Introduce the marriage registration process to the informant
register.form.informationMissing,,Information missing
register.form.missingFieldsDescription,,"The following information will be submitted for validation. Please
    make sure all required details have been filled in correctly. There
    are {numberOfErrors} missing mandatory fields in your form:"
register.form.modal.areYouReadyToSubmit,,Are you ready to submit?
register.form.modal.desc.deleteDeclarationConfirm,Description for delete declaration confirmation modal,"Are you certain you want to delete this draft declaration form? Please note, this action cant be undone."
register.form.modal.desc.exitWithoutSavingDeclarationConfirm,Description for exit declaration without saving confirmation modal,You have unsaved changes on your declaration form. Are you sure you want to exit without saving?
register.form.modal.desc.exitWithoutSavingModalForCorrection,Description for exit declaration without saving confirmation modal for correct record,Are you sure you want to exit? Any corrections you have made will not be saved.
register.form.modal.desc.saveCorrectionConfirm,Description for save correction confirmation modal,The declarant will be notified of this correction and a record of this decision will be recorded
register.form.modal.desc.saveCorrectionReject,Description for reject correction modal,The declarant will be notified of this decision and a record of this decision will be recorded
register.form.modal.desc.saveDeclarationConfirm,Description for save declaration confirmation modal,All inputted data will be kept secure for future editing. Are you ready to save any changes to this declaration form?
register.form.modal.desc.validateConfirmation,Description for validate confirmation modal,This declaration will be sent for approval prior to registration.
register.form.modal.submitDescription,Submit description text on submit modal,By clicking “Submit” you confirm that the informant has read and reviewed the information and understands that this information will be shared with Civil Registration authorities.
register.form.modal.title.deleteDeclarationConfirm,Title for delete declaration confirmation modal,Delete draft?
register.form.modal.title.exitWithoutSavingDeclarationConfirm,Title for exit declaration without saving confirmation modal,Exit without saving changes?
register.form.modal.title.exitWithoutSavingModalForCorrection,Title for exiting correction record without saving confirmation,Exit correct record?
register.form.modal.title.saveCorrectionConfirm,Title for save correction confirmation modal,Approve correction?
register.form.modal.title.saveCorrectionReject,Title for reject correction modal,Reject correction?
register.form.modal.title.saveDeclarationConfirm,Title for save declaration confirmation modal,Save & exit?
register.form.modal.title.submitConfirmation,,"{completeDeclaration, select, true {Send for review?} other {Send for review?}}"
register.form.modal.title.validateConfirmation,Title for validate confirmation modal,Send for approval?
register.form.newVitalEventRegistration,The message that appears for new vital event registration,"{event, select, birth {Birth} death {Death} marriage {Marriage} divorce {Divorce} other {Adoption}} declaration"
register.form.previewEventRegistration,The message that appears for new birth registrations,"{event, select, birth {Birth} death {Death} marriage {Marriage} divorce {Divorce} other {Adoption}} declaration preview"
register.form.required,Required field error message,This field is required
register.form.reviewEventRegistration,The message that appears for new birth registrations,"{event, select, birth {Birth} death {Death} marriage {Marriage} divorce {Divorce} other {Adoption}} registration review"
register.form.saveAsDraft,,Save as draft
register.form.section.preview.name,Form section name for Preview,Preview
register.form.section.preview.title,Form section title for Preview,Preview
register.form.section.review.title,,Review
register.primaryInformant.description,,This person is responsible for providing accurate information in this declaration.
register.primaryInformant.errorMessage,,Please select who is the primary informant
register.primaryInformant.registerNewEventHeading,,Primary informant
register.registerForm.queryError,The error message shown when a search query fails,"The page cannot be loaded at this time due to low connectivity or a network error. Please click refresh to try again, or try again later."
register.selInf.deathInfSomeoneElse,,Relationship to the deceased
register.selectInformant.birthErrorMessage,Label for birth error message,Please select who is the informant
register.selectInformant.birthInformantTitle,Who is applying for birth registration,Informant type
register.selectInformant.daughter,,Daughter
register.selectInformant.deathErrorMessage,Label for death error message,Please select the relationship to the deceased
register.selectInformant.deathInformantTitle,Who is applying for death registration,Informant type
register.selectInformant.extendedFamily,,Extended family
register.selectInformant.marriageInformantTitle,Who is applying for marriage registration,Informant's details
register.selectInformant.newBirthRegistration,The title that appears for new birth registrations,New birth declaration
register.selectInformant.newDeathRegistration,The title that appears for new death registrations,New death declaration
register.selectInformant.newMarriageRegistration,The title that appears for new marriage registrations,New marriage declaration
register.selectInformant.parents,The description that appears when selecting the parent as informant,Mother & Father
register.selectInformant.primaryInformant,,Primary informant
register.selectInformant.relationshipLabel,,Relationship to deceased
register.selectInformant.son,,Son
register.selectInformant.spouse,,Spouse
register.selectVitalEvent.backToReviewButton,,Back to review
register.selectVitalEvent.errorMessage,Error Message to show when no event is being selected,Please select the type of event
register.selectVitalEvent.registerNewEventDesc,,Event type
register.selectVitalEvent.registerNewEventHeading,The section heading on the page,Event type
register.selectVitalEvent.registerNewEventTitle,The title that appears on the select vital event page,New declaration
register.selectinformant.legalGuardian,,Legal guardian
register.workQueue.declarations.banner,,Declarations to register in your area
registerModal.cancel,The label for cancel button of register modal,Cancel
registerModal.description,The description for register modal,The declarant will be notified of this correction and a record of this decision will be recorded
registerModal.register,The label for register button of register modal,Register
registerModal.title,The title for register modal,Register the member?
rejectModal.archive,The label for archive button of reject modal,Archive
rejectModal.cancel,The label for cancel button of reject modal,Cancel
rejectModal.description,The description for reject modal,Please describe the updates required to this record for follow up action.
rejectModal.markAsDuplicate,The label for mark as duplicate checkbox of reject modal,Mark as a duplicate
rejectModal.sendForUpdate,The label for send For Update button of reject modal,Send For Update
rejectModal.title,The title for reject modal,Reason for rejection?
reloadmodal.body,Body of reload modal,There’s a new version of {app_name} available. Please update to continue.
reloadmodal.button.update,Label of update button,Update
reloadmodal.title,Title when update is available,Update available
review.actions.desc.regConfComp,,"By clicking register, you confirm that the information entered is correct and the vital event can be registered."
review.actions.desc.regConfInComp,,Please add mandatory information before registering.
review.actions.description,,"By clicking register, you confirm that the information entered is correct and the vital event can be registered. "
review.actions.description.confirmComplete,Description for review action component when complete declaration,The informant will receive an {deliveryMethod} with a registration number that they can use to collect the certificate.
review.actions.description.confirmInComplete,Description for review action component when incomplete declaration,The informant will receive an {deliveryMethod} with a tracking ID that they can use to provide the additional mandatory information required for registration.
review.actions.description.hasError,Description for review action component when declaration has errors on fields,Please ensure all fields are either empty or have a valid value in them.
review.actions.title.declarationStatus,Title for review action component,"Declaration {completeDeclaration, select, true {complete} other {incomplete}}"
review.actions.title.registerActionTitle,,Register event
review.birthRegistration.queryError,The error message shown when a query fails,An error occurred while fetching birth registration
review.button.approve,Label for Send For Approval button,Send for approval
review.documentViewer.tagline,,Select to preview
review.documentViewer.title,,Supporting documents
review.documents.editDocuments,Edit documents text,Upload
review.documents.zeroDocumentsText,Zero documents text,"No supporting documents for {section, select, child {child} mother {mother} father {father} deceased {deceased} informant {informant} other {Parent}}"
review.documents.zeroDocumentsTextForAnySection,Zero documents text,No supporting documents
review.edit.modal.backToPreview,Preview button on edit modal,Back to preview
review.edit.modal.confirmationText,Edit modal confirmation text,A record will be created of any changes you make
review.edit.modal.confirmationTitle,Edit modal confirmation title,Edit declaration?
review.error.unauthorized,The error message shown when a query fails,We are unable to display this page to you
review.form.section.review.name,Form section name for Review,Review
review.form.section.review.title,Form section title for Review,Review
review.formData.header,,"{isDraft, select, true {Check responses with the informant before sending for review} other {Review the answers with the supporting documents}}"
review.header.subject.subjectWitName,Header subject that shows which declaration type to review with informant name,"{eventType, select, birth {Birth} death {Death} other {Marriage} } declaration for {name}"
review.header.subject.subjectWithoutName,Header subject that shows which declaration type to review,"{eventType, select, birth {Birth} death {Death} other {Marriage}} Declaration"
review.header.title.govtName,Header title that shows bgd govt name,Cook Islands
review.inputs.additionalComments,Label for input Additional comments,Comments
review.inputs.brideSignature,Label for informants signature input,Signature of Bride
review.inputs.groomSignature,Label for informants signature input,Signature of Groom
review.inputs.informantsSignature,Label for informants signature input,Signature of informant
review.inputs.supportingDocuments,Section heading title for supporting documents,Supporting documents
review.inputs.terms,Label for signature terms,"We, the undersigned declare under penalty of perjury under the laws of the Cook Islands that the forgoing information is true and correct to the best of our knowledge and belief. We further declare that no legal objections to the marriage is known and hereby apply for a certificate of marriage"
review.inputs.witnessOneSignature,Label for informants signature input,Signature of Witness 1
review.inputs.witnessTwoSignature,Label for informants signature input,Signature of Witness 2
review.modal.desc.submitConfirmation,Submit description text on modal,"{completeDeclaration, select, true {This declaration will be sent for review.} other {This incomplete declaration will be sent for review.}}"
review.modal.title.registerConfirmation,Title for register confirmation modal,Register the {event}?
review.modal.title.submitConfirmation,Submit title text on modal,"{completeDeclaration, select, true {Send for review?} other {Send for review?}}"
review.rej.form.reasons.missSupDoc,Label for rejection option missing supporting doc,Missing supporting documents
review.rejection.form,Rejection form name,Rejection form
review.rejection.form.commentInstruction,,
review.rejection.form.commentLabel,,Comments
review.rejection.form.instruction,Rejection form instruction,Please describe the updates required to this record for follow up action.
review.rejection.form.reasons,Rejection reasons checkbox label,Reason(s) for rejection:
review.rejection.form.reasons.duplicate,Label for rejection option duplicate,Duplicate declaration
review.rejection.form.reasons.markDuplicate,Label for rejection option duplicate,Mark as a duplicate
review.rejection.form.reasons.misspelling,Label for rejection option misspelling,Misspelling
review.rejection.form.reasons.other,Label for rejection option other,Other
review.rejection.form.submitButton,Rejection form submit button,Submit rejection
review.rejection.form.title,Rejection form title,Reason for rejection?
review.signature.clear,Label for button that clear signature input,Clear
review.signature.delete,Label for button that deletes signature,Delete
review.signature.description,Label awknowledging the correctness of the declaration,"I, the undersigned, hereby declare that the particulars in this form are true and correct to the best of my knowledge."
review.signature.input.description,Description awknowledging the correctness of the declaration,"By signing this document with an electronic signature, I agree that such signature will be valid as handwritten signatures to the extent allowed by the laws of the Cook Islands."
review.signature.open,Label for button that opens the signature input,Sign
reviewAction.description,The description for review action,"By clicking register, you confirm that the information entered is correct and the member can be registered."
reviewAction.register,The label for register button of review action,Register
reviewAction.reject,The label for reject button of review action,Reject
reviewAction.title,The title for review action,Register member
search.bookmark.error.notification,Error Notification messages for bookmark advanced search result,"Sorry, something went wrong. Please try again"
search.bookmark.loading.notification,Loading Notification messages for bookmark advanced search result,Bookmarking your advanced search results...
search.bookmark.remove.loading.notification,Loading Notification messages for remove advanced search bookmark,Removing your advanced search bookmark...
search.bookmark.remove.success.notification,Success Notification messages for remove advanced search bookmark,Your advanced search bookmark has been removed successfully
search.bookmark.success.notification,Success Notification messages for bookmark advanced search result,Your advanced search result has been bookmarked successfully
search.bookmarkAdvancedSearchModalBody,Modal body for bookmark advacnced search,A shortcut will be added to the side bar so you can rerun this search query
search.bookmarkAdvancedSearchModalTitle,Modal title for bookmark advacnced search,Save search query?
search.informantContact,The rejected reason,Informant contact number
search.labels.results.eventRegistrationNumber,Label for event registration number in search result list item,"{event, select, birth {B} death {D} marriage {M} divorce {Divorce } other {A}}RN"
search.loadingDeclarations,The text when loading declaration,Loading declarations...
search.locationNotFound,Label for location not found,Location Not Found
search.noDeclarations,The text when there is no declaration to review,No declarations to review
search.noResultFor,The no result text,No results for ”{param}”
search.noResults,Text to display if the search return no results for the current filters,No result to display
search.placeholder,Placeholder text of search input,Name of query
search.removeBbookmarkAdvancedSearchModalBody,Modal body for remove bookmark advacnced search,This advanced search bookmark will be removed from the side bar shortcut
search.removeBookmarkAdvancedSearchModalTitle,Modal title for remove bookmark advacnced search,Remove search query?
search.results,Results label at the top of the data table component,Results
search.searchResultFor,The search result text,Search result for “{param}”
search.searchingFor,The searching for text,Searching for “{param}”
search.totalResultText,The total result text,"{total, plural, =0 {} one {# record found} other {# records found}} "
search.waitingForConnection,The text when there is no connectivity,Reconnect to load declarations
secureAccount.createPin.label,,CREATE A PIN
secureAccount.page.desc,,A personal identification number protects your account. Your pin will be required before each use of the {applicationName} app
secureAccount.page.title,,Secure your account
settings.account.tile,Account header,Account
settings.changeAvatar,Avatar change modal header,Change profile image
settings.changeAvatar.changeImage,Change image label,Change
settings.changeAvatar.resizeAvatar,Avatar resize and position message,Resize and position the chosen image.
settings.changeLanguage,Change language title,Change language
settings.changeLanguage.success,Change language success,Language updated to English
settings.changePassword,Password change modal header,Change password
settings.changePhone,Change phone number title,Change phone number
settings.message.changeLanguage,Change language message,Your prefered language that you want to use on OpenCRVS
settings.profile.tile,Profile header,Profile
settings.security.tile,Security header,Security
settings.system.tile,System header,System
settings.title,Title of the settings page,Settings
settings.user.label.assignedOffice,Assigned office,Assigned office
settings.user.label.nameBN,,Bengali name
settings.user.label.nameEN,,Full name
settings.verifyPhone,Verify phone number title,Verify phone number
storybook.address.example,,This is an example of using formatMessage to format applicant's province: {applicant.address.province}
storybook.address.label,The title for the address input,Address
storybook.checkbox.label,The title for the checkbox input,Is my question true?
storybook.file.label,The title for the file input,Upload your captured photo
storybook.file.option.beach,Option for a beach setting,Beach
storybook.file.option.city,Option for a city setting,City
storybook.file.option.desert,Option for a desert setting,Desert
storybook.file.option.forest,Option for a forest setting,Forest
storybook.file.option.mountain,Option for a mountain setting,Mountain
storybook.file2.label,The title for the file input,Upload your photo
sysAdHome.config,The title of config tab,Config
sysAdHome.devices,The title of devices tab,Devices
sysAdHome.network,The title of network tab,Network
sysAdHome.offices,The title of offices tab,Offices
sysAdHome.overview,The title of overview tab,Overview
sysAdHome.resendInvite,The label for menu option resend invitation,Resend invite
sysAdHome.resendInviteError,The label for error notification of resend invite,Invite could not be sent
sysAdHome.resendInviteSuccess,The label for success notification of resend invite,Invite sent
sysAdHome.resentPasswordError,The label for error notification of reset password sms invite,Temporary password could not be sent
sysAdHome.resentPasswordSuccess,The label for success notification of reset password sms invite,Temporary password sent to {username}
sysAdHome.sendUsernameReminderInvite,The label for menu option to send username reminder,Send username reminder
sysAdHome.sendUsernameReminderInviteError,The label for error notification of send username reminder,Username reminder could not be sent
sysAdHome.sendUsernameReminderInviteModalMessage,Message for send username reminder,The user will receive a username reminder via an {deliveryMethod} sent to {recipient}
sysAdHome.sendUsernameReminderInviteModalTitle,Title for send username reminder,Send username reminder?
sysAdHome.sendUsernameReminderInviteSuccess,The label for success notification of send username reminder,Username reminder sent to {name}
sysAdHome.user.audit.comments,The label for form field deactivate comments,Comments:
sysAdHome.user.audit.deactiv.reasonInv,The label for radio option being investigated,Being investigated due to suspicious activity on their account
sysAdHome.user.audit.deactiv.reasonNotEmp,The label for radio option not employee,No longer an employee
sysAdHome.user.audit.deactivation.subtitle,The subtitle of user deactivation confirmation modal,This will revoke {name}'s ability to login and access the system. The account can be reactivated at a later date.
sysAdHome.user.audit.deactivation.title,The title of user deactivation confirmation modal,Deactivate {name}?
sysAdHome.user.audit.form.error,The label for form error,A reason is required for {auditAction} this user
sysAdHome.user.audit.reactiv.noLongerInv,The label for radio option no longer investigated,No longer being investigated for suspicious activity
sysAdHome.user.audit.reactiv.returned,The label for radio option Returned to role,Returned to their role
sysAdHome.user.audit.reactivation.subtitle,The subtitle of user reactivation confirmation modal,This will reactivate {name}'s ability to login and access the system.
sysAdHome.user.audit.reactivation.title,The title of user reactivation confirmation modal,Reactivate {name}?
sysAdHome.user.audit.reason,The label for form field deactivate reason,Please provide a reason:
sysAdHome.user.audit.reasonOther,The label for radio option other,Other (please provide a reason in the comments)
sysAdHome.user.deactivate,Label for toggle menu option deactivate,Deactivate
sysAdHome.user.edit.commonGroupTitle,Common title of form view groups when edit user,Edit user
sysAdHome.user.header,Title for edit user details,Edit details
sysAdHome.user.reactivate,Label for toggle menu option reactivate,Reactivate
sysAdHome.user.resetPasswordModal.message,Message for reset password modal,The user will receive a temporary password via {deliveryMethod} sent to {recipient}. They will then be prompted to create a new password on successful login
sysAdHome.user.resetPasswordModal.title,Title for reset user password modal,Reset password?
sysAdHome.user.resetpassword.title,Title for reset user password,Reset Password
sysAdHome.users,The title of users tab,Users
system.user.active,Pill label for active user,Active
system.user.deactivated,Pill label for deactivated user,Deactivated
system.user.disabled,Pill label for disabled user,Disabled
system.user.duplicateEmailError,This error message shows when user tries to input an already existing email,{email} is already used by another user. Please use a different email
system.user.duplicateMobileError,This error messege shows when user try to input already exsisted mobile number,{number} is already used by another user. Please use a different phone number
system.user.newUser,This text will show to create new user button,New user
system.user.pending,Pill label for pending user,Pending
system.user.queryError,The text when error ocurred loading system users,An error occurred while loading system users
system.user.settings.avatarUpdated,Profile image change message on success,Profile image successfully updated
system.user.settings.avatarUpdating,Profile image message when uploading,Updating profile image
system.user.settings.emailAddressUpdated,Email change message on success,Email address updated
system.user.settings.incorrectPassword,Response message for incorrect password for password change,Current password incorrect. Please try again.
system.user.settings.incorrectVerifyCode,Response message for incorrect Verify code for phone number change,Verify code incorrect. Please try again.
system.user.settings.language,Language name,"{language, select, en {English} fr {Français} other {{language}}}"
system.user.settings.name,label for Name,Name
system.user.settings.passwordUpdated,Password change message on success,Password was successfully changed
system.user.settings.phonedNumberUpdated,Phone change message on success,Phone number updated
system.user.settings.profileImage,Label for profile image,Profile Image
system.user.settings.systemLanguage,Label for system language,System language
system.user.total,User list table header text,{totalUser} users
system.user.unlock.pinLabel,Label for entering unlock user profile,Enter your pin
team.header.sysadmin.home,Header for system admin team home page,Search for an office
team.user.buttons.deactivate,Label for confirmation modal for user deactivation,Deactivate
team.user.buttons.reactivate,Label for confirmation modal for user reactivation,Reactivate
unlockApp.incorrectPin,The message displayed when a user enters an incorrect PIN,Incorrect pin. Please try again
unlockApp.lastTry,The message displayed before the 3rd attempt of an incorrect PIN,Last try
unlockApp.locked,The title displayed while creating a PIN,Your account has been locked. Please try again in 1 minute.
user.form.buttons.submit,Label for submit button of user creation form,Create user
user.form.securityquestion.answer,,Answer
user.form.securityquestion.description,,"From the drop down lists below, select questions that can be used later to confirm your identity should you forget your password."
user.form.securityquestion.enterResponse,,Enter a response to your chosen security question
user.form.securityquestion.heading,,Set your security questions
user.form.securityquestion.securityQuestionLabel,,Security question {count}
user.form.securityquestion.selectSecurityQuestion,,Select a security question
user.form.securityquestion.title,,Security questions
user.profile.assignedOffice,Title for assigned office field,Assigned office
user.profile.audit.column.action,Title for audit action column,Action
user.profile.audit.column.date,Title for audit date column,Date
user.profile.audit.column.deviceIPAddress,Title for audit Device/IP Address column,Device/IP Address
user.profile.audit.column.eventType,Title for audit event type column,Event
user.profile.audit.column.trackingId,Title for audit tracking id column,Record
user.profile.audit.description.certified,Description for certified declaration,Certified
user.profile.audit.description.declared,Description for complete declaration,Declaration started
user.profile.audit.description.inProgress,Description for incomplete declaration,Sent incomplete
user.profile.audit.description.issued,Description for Issued declaration,Issued
user.profile.audit.description.registered,Description for registered declaration,Registered
user.profile.audit.description.rejected,Description for rejected declaration,Rejected
user.profile.audit.description.updated,Description for updated declaration,Updated
user.profile.audit.description.validated,Description for validated declaration,Sent for approval
user.profile.audit.description.waiting_validation,,Sent declaration for external system validation
user.profile.audit.list.noDataFound,Text for audit list,No audits to display
user.profile.auditList.approvedCorrectionAuditAction,Description for record correction being approved,Approved correction request
user.profile.auditList.archived,Description for declaration archived,Archived
user.profile.auditList.assigned,Description for declaration assignment,Assigned
user.profile.auditList.corrected,Description for declaration corrected,Corrected record
user.profile.auditList.emailAddressChanged,Description for user change email,Email Address changed
user.profile.auditList.loggedIn,Description for user logged in,Logged in
user.profile.auditList.loggedOut,Description for user logged out,Logged out
user.profile.auditList.markedAsDuplicate,Description for marked as duplicate in audit action,Marked as duplicate
user.profile.auditList.markedAsNotDuplicate,Description for marked as not duplicate in audit action,Marked as not duplicate
user.profile.auditList.passwordChanged,Description for user change password,Password changed
user.profile.auditList.passwordReset,Description for User reset password action,Reset password
user.profile.auditList.passwordResetByAdmin,Description for sending temporal password action,Sent password
user.profile.auditList.phoneNumberChanged,Description for user change phoneNumber,Phone number changed
user.profile.auditList.reInstatedToInProgress,Description for sending registration from Reinstated to In progress audit action,Reinstated to in progress
user.profile.auditList.reInstatedToInReview,Description for sending registration from Reinstated to In review audit action,Reinstated to ready for review
user.profile.auditList.reInstatedToUpdate,Description for sending registration from Reinstated to require updates audit action,Reinstated to requires updates
user.profile.auditList.rejectedCorrectedAuditAction,Description for record correction being rejected,Rejected correction request
user.profile.auditList.requestedCorrectionAuditAction,Description for record correction being requested,Requested correction
user.profile.auditList.retrieved,Description for declaration retrieved audit action,Retrieved
user.profile.auditList.sentForApproval,Description for sending registration for approval audit action,Sent for approval
user.profile.auditList.showMore,Label for show more link,Show next {pageSize} of {totalItems}
user.profile.auditList.unAssigned,Description for declaration not assigned to self,Unassigned
user.profile.auditList.userCreated,Description for User created action,Created user
user.profile.auditList.userDeactivated,Description for User deactivated,Deactivated user
user.profile.auditList.userEdited,Description for User edited action,Edited user
user.profile.auditList.userReactivated,Description for User reactivated,Reactivated user
user.profile.auditList.usernameReminderByAdmin,Description for send username reminder audit action,Sent username Reminder
