admin4Name_en,admin4Pcode,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode
Kazir Char,BD10066947,Muladi,BD100669,Barisal,BD1006,Barisal,BD10,Bangladesh,BD
Kazirabad,BD10044759,Betagi,BD100447,Barguna,BD1004,Barisal,BD10,Bangladesh,BD
Kazirbag,BD20302947,Feni Sadar,BD203029,Feni,BD2030,Chittagong,BD20,Bangladesh,BD
Kazirber,BD40447129,Maheshpur,BD404471,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD
Kazla,BD50108155,Sariakandi,BD501081,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD
Kedar,BD55496150,Nageshwari,BD554961,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD
Kedarmara,BD20840747,Baghai Chhari,BD208407,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD
Kedarpur,BD10060354,Babuganj,BD100603,Barisal,BD1006,Barisal,BD10,Bangladesh,BD
Kedarpur,BD30866563,Naria,BD308665,Shariatpur,BD3086,Dhaka,BD30,Bangladesh,BD
Kelishahar,BD20156167,Patiya,BD201561,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Kendua,BD30545447,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD
Kendua,BD45393635,Jamalpur Sadar,BD453936,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD
Kendua Paurashava,BD45724799,Kendua,BD457247,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD
Keochia,BD20158254,Satkania,BD201582,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Keora,BD10424057,Jhalokati Sadar,BD104240,Jhalokati,BD1042,Barisal,BD10,Bangladesh,BD
Keorabunia,BD10042876,Barguna Sadar,BD100428,Barguna,BD1004,Barisal,BD10,Bangladesh,BD
Keorjori,BD30485967,Mithamain,BD304859,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD
Keragachhi,BD40874363,Kalaroa,BD408743,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD
Keralkata,BD40874371,Kalaroa,BD408743,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD
Keran Khal,BD20192713,Chandina,BD201927,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD
Keroa,BD20515859,Roypur,BD205158,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD
Keshabpur,BD10783871,Bauphal,BD107838,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD
Keshabpur,BD40413828,Keshabpur,BD404138,Jessore,BD4041,Khulna,BD40,Bangladesh,BD
Keshabpur Paurashava,BD40413899,Keshabpur,BD404138,Jessore,BD4041,Khulna,BD40,Bangladesh,BD
Kesharhat Paurashava,BD50815399,Mohanpur,BD508153,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD
Kesharpar,BD20758066,Senbagh,BD207580,Noakhali,BD2075,Chittagong,BD20,Bangladesh,BD
Ketkibari,BD55731576,Domar,BD557315,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD
Khadergaon,BD20137634,Matlab Dakshin,BD201376,Chandpur,BD2013,Chittagong,BD20,Bangladesh,BD
Khadim Para,BD60916242,Sylhet Sadar,BD609162,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD
Khadimnagar,BD60916240,Sylhet Sadar,BD609162,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD
Khadimpur,BD40180771,Alamdanga,BD401807,Chuadanga,BD4018,Khulna,BD40,Bangladesh,BD
Khagakanda,BD30670263,Araihazar,BD306702,Narayanganj,BD3067,Dhaka,BD30,Bangladesh,BD
Khagaria,BD20158258,Satkania,BD201582,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Khagaura,BD60361150,Baniachong,BD603611,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD
Khagdahar,BD45615267,Mymensingh Sadar,BD456152,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD
Khagrachhari,BD20464963,Khagrachhari Sadar,BD204649,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD
Khagrachhari Paurashava,BD20464999,Khagrachhari Sadar,BD204649,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD
Khaiyachhara,BD20155347,Mirsharai,BD201553,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Khajra,BD40870460,Assasuni,BD408704,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD
Khajur,BD50645057,Mahadebpur,BD506450,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD
Khajuria,BD50696358,Natore Sadar,BD506963,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD
Khaleya,BD55852752,Gangachara,BD558527,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD
Khalia,BD30548076,Rajoir,BD305480,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD
Khaliajuri,BD45723840,Khaliajuri,BD457238,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD
Khalilnagar,BD40879031,Tala,BD408790,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD
Khalilpur,BD60587458,Maulvi Bazar Sadar,BD605874,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD
Khalisa Chapani,BD55731247,Dimla,BD557312,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD
Khalishakundi,BD40503947,Daulatpur,BD405039,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD
Khalishaur,BD45728379,Purbadhala,BD457283,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD
Khalishkhali,BD40879039,Tala,BD408790,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD
Khalsi,BD30561085,Daulatpur,BD305610,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD
Khamar Para,BD55276094,Khansama,BD552760,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD
Khamarkandi,BD50108838,Sherpur,BD501088,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD
Khan Marich,BD50761963,Bhangura,BD507619,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD
Khandarpar,BD30355855,Muksudpur,BD303558,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD
Khanganj,BD30827645,Rajbari Sadar,BD308276,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD
Khangaon,BD55948260,Pirganj,BD559482,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD
Khanjapur,BD10063255,Gaurnadi,BD100632,Barisal,BD1006,Barisal,BD10,Bangladesh,BD
Khankhanabad,BD20150856,Banshkhali,BD201508,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Khankhanapur,BD30827643,Rajbari Sadar,BD308276,Rajbari,BD3082,Dhaka,BD30,Bangladesh,BD
Khanpur,BD40010877,Bagerhat Sadar,BD400108,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD
Khanpur,BD40416150,Manirampur,BD404161,Jessore,BD4041,Khulna,BD40,Bangladesh,BD
Khanpur,BD50108847,Sherpur,BD501088,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD
Khanpur,BD55271071,Birampur,BD552710,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD
Khaprabhanga,BD10786623,Kala Para,BD107866,Patuakhali,BD1078,Barisal,BD10,Bangladesh,BD
Kharana,BD20156170,Patiya,BD201561,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Kharia Kazir Char,BD45899055,Sreebardi,BD458990,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD
Kharna,BD50108538,Shajahanpur,BD501085,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD
Kharnai,BD45724047,Kalmakanda,BD457240,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD
Kharnia,BD40473040,Dumuria,BD404730,Khulna,BD4047,Khulna,BD40,Bangladesh,BD
Kharua,BD45617247,Nandail,BD456172,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD
Khas Kanakpur,BD60919438,Zakiganj,BD609194,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD
Khas Kaulia,BD50882727,Chauhali,BD508827,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD
Khas Pukuria,BD50882731,Chauhali,BD508827,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD
Khas Rajbari,BD50885043,Kazipur,BD508850,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD
Khasial,BD40652863,Kalia,BD406528,Narail,BD4065,Khulna,BD40,Bangladesh,BD
Khaskara,BD40180779,Alamdanga,BD401807,Chuadanga,BD4018,Khulna,BD40,Bangladesh,BD
Khata Madhupur,BD55738554,Saidpur,BD557385,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD
Khatkhal,BD30485954,Mithamain,BD304859,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD
Khatta Madhab Para,BD55274781,Hakimpur,BD552747,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD
Khatu Para,BD50767269,Santhia,BD507672,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD
Khayerbari,BD55273876,Fulbari,BD552738,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD
Khayerpur Abdullahpur,BD30480283,Austagram,BD304802,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD
Khazanchigaon,BD60912063,Bishwanath,BD609120,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD
Kheda Para,BD40416155,Manirampur,BD404161,Jessore,BD4041,Khulna,BD40,Bangladesh,BD
Khelna,BD50642877,Dhamoirhat,BD506428,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD
Kherera,BD20126365,Kasba,BD201263,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD
Kheruajani,BD45616560,Muktagachha,BD456165,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD
Khesra,BD40879047,Tala,BD408790,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD
Khetlal,BD50386147,Khetlal,BD503861,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD
Khidir Para,BD30594463,Lohajang,BD305944,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD
Khidirpur,BD30685274,Manohardi,BD306852,Narsingdi,BD3068,Dhaka,BD30,Bangladesh,BD
Khil Para,BD20751028,Chatkhil,BD207510,Noakhali,BD2075,Chittagong,BD20,Bangladesh,BD
Khila,BD20197453,Manoharganj,BD201974,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD
Khiram,BD20153355,Fatikchhari,BD201533,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Khoajpur,BD30545453,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD
Khoga Kharibari,BD55731257,Dimla,BD557312,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD
Khoksa,BD40506347,Khoksa,BD405063,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD
Khoksa Paurashava,BD40506399,Khoksa,BD405063,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD
Khoksabari,BD50887843,Sirajganj Sadar,BD508878,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD
Khokshabari,BD55736444,Nilphamari Sadar,BD557364,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD
Kholachhara,BD60919457,Zakiganj,BD609194,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD
Kholahati,BD55322458,Gaibandha Sadar,BD553224,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD
Khontakata,BD40017738,Sarankhola,BD400177,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD
Khoragachh,BD55855865,Mitha Pukur,BD558558,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD
Khotta Para,BD50108543,Shajahanpur,BD501085,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD
Khubjipur,BD50694160,Gurudaspur,BD506941,Natore,BD5069,Rajshahi,BD50,Bangladesh,BD
Khukni,BD50886751,Shahjadpur,BD508867,Sirajganj,BD5088,Rajshahi,BD50,Bangladesh,BD
Khulna Range,BD40471797,Dacope,BD404717,Khulna,BD4047,Khulna,BD40,Bangladesh,BD
Khuniagachh,BD55525543,Lalmonirhat Sadar,BD555255,Lalmonirhat,BD5552,Rangpur,BD55,Bangladesh,BD
Khuniapalong,BD20226657,Ramu,BD202266,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD
Khuntakhali,BD20221667,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD
Khuolia,BD40016059,Morrelganj,BD400160,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD
Khurda Kamarpur,BD55328269,Sadullapur,BD553282,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD
Khurushkul,BD20222459,Cox's Bazar Sadar,BD202224,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD
Khutamara,BD55733665,Jaldhaka,BD557336,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD
Kichak,BD50109439,Shibganj,BD501094,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD
Kiratan,BD30484271,Karimganj,BD304842,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD
Kirtipasha,BD10424066,Jhalokati Sadar,BD104240,Jhalokati,BD1042,Barisal,BD10,Bangladesh,BD
Kirtipur,BD50646073,Naogaon Sadar,BD506460,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD
Kishoreganj,BD55734551,Kishoreganj,BD557345,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD
Kishoreganj Paurashava,BD30484999,Kishoreganj Sadar,BD304849,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD
Kishoregari,BD55326747,Palashbari,BD553267,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD
Kismat Gankair,BD50813159,Durgapur,BD508131,Rajshahi,BD5081,Rajshahi,BD50,Bangladesh,BD
Kochasahar,BD55323044,Gobindaganj,BD553230,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD
Kodailkati,BD55490857,Char Rajibpur,BD554908,Kurigram,BD5549,Rangpur,BD55,Bangladesh,BD
Kodala,BD20157030,Rangunia,BD201570,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Kodalia,BD40015676,Mollahat,BD400156,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD
Kodalia Shohidnagar,BD30296267,Nagarkanda,BD302962,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD
Kodalpur,BD30863647,Gosairhat,BD308636,Shariatpur,BD3086,Dhaka,BD30,Bangladesh,BD
Kok Dahara,BD30934758,Kalihati,BD309347,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD
Kola,BD30597454,Serajdikhan,BD305974,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD
Kola,BD40443347,Kaliganj,BD404433,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD
Kola,BD50640663,Badalgachhi,BD506406,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD
Kola Para,BD30598447,Sreenagar,BD305984,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD
Kolagaon,BD20156173,Patiya,BD201561,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Kolkanda,BD55852763,Gangachara,BD558527,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD
Konabari,BD30333060,Gazipur Sadar,BD303330,Gazipur,BD3033,Dhaka,BD30,Bangladesh,BD
Konakhali,BD20221669,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD
Konda,BD30263843,Keraniganj,BD302638,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD
Korsha Kariail,BD30484951,Kishoreganj Sadar,BD304849,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD
Kotakul,BD40655239,Lohagara,BD406552,Narail,BD4065,Khulna,BD40,Bangladesh,BD
Kotalipara Paurashava,BD30355199,Kotali Para,BD303551,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD
Kotchandpur Paurashava,BD40444299,Kotchandpur,BD404442,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD
Koyra,BD40475355,Koyra,BD404753,Khulna,BD4047,Khulna,BD40,Bangladesh,BD
Krishnanagar,BD20128545,Nabinagar,BD201285,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD
Krishnanagar,BD30294771,Faridpur Sadar,BD302947,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD
Krishnanagar,BD40874747,Kaliganj,BD408747,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD
Krishnapur,BD30298466,Sadarpur,BD302984,Faridpur,BD3029,Dhaka,BD30,Bangladesh,BD
Krishnapur,BD30564671,Manikganj Sadar,BD305646,Manikganj,BD3056,Dhaka,BD30,Bangladesh,BD
Krishnapur,BD45723854,Khaliajuri,BD457238,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD
Krishnapur,BD50647543,Patnitala,BD506475,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD
Kuchai,BD60913145,Dakshin Surma,BD609131,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD
Kuchaipatti,BD30863651,Gosairhat,BD308636,Shariatpur,BD3086,Dhaka,BD30,Bangladesh,BD
Kuchiamora,BD40555767,Magura Sadar,BD405557,Magura,BD4055,Khulna,BD40,Bangladesh,BD
Kuchlibari,BD55527054,Patgram,BD555270,Lalmonirhat,BD5552,Rangpur,BD55,Bangladesh,BD
Kuhalong,BD20031431,Bandarban Sadar,BD200314,Bandarban,BD2003,Chittagong,BD20,Bangladesh,BD
Kukua,BD10040987,Amtali,BD100409,Barguna,BD1004,Barisal,BD10,Bangladesh,BD
Kukutia,BD30598454,Sreenagar,BD305984,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD
Kulaghat,BD55525551,Lalmonirhat Sadar,BD555255,Lalmonirhat,BD5552,Rangpur,BD55,Bangladesh,BD
Kulanj,BD60902957,Derai,BD609029,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD
Kulaura,BD60586565,Kulaura,BD605865,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD
Kulaura Paurashava,BD60586599,Kulaura,BD605865,Maulvibazar,BD6058,Sylhet,BD60,Bangladesh,BD
Kulia,BD40015685,Mollahat,BD400156,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD
Kulia,BD40872531,Debhata,BD408725,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD
Kulia,BD45396166,Melandaha,BD453961,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD
Kuliar Char Paurashava,BD30485499,Kuliar Char,BD304854,Kishoreganj,BD3048,Dhaka,BD30,Bangladesh,BD
Kulkandi,BD45392963,Islampur,BD453929,Jamalpur,BD4539,Mymensingh,BD45,Bangladesh,BD
Kulkati,BD10427321,Nalchity,BD104273,Jhalokati,BD1042,Barisal,BD10,Bangladesh,BD
Kulla,BD30261453,Dhamrai,BD302614,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD
Kulla,BD40870469,Assasuni,BD408704,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD
Kullagora,BD45721886,Durgapur,BD457218,Netrakona,BD4572,Mymensingh,BD45,Bangladesh,BD
Kultia,BD40416161,Manirampur,BD404161,Jessore,BD4041,Khulna,BD40,Bangladesh,BD
Kumar Para,BD55328277,Sadullapur,BD553282,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD
Kumarbhog,BD30594471,Lohajang,BD305944,Munshiganj,BD3059,Dhaka,BD30,Bangladesh,BD
Kumarghata,BD45616569,Muktagachha,BD456165,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD
Kumari,BD40180787,Alamdanga,BD401807,Chuadanga,BD4018,Khulna,BD40,Bangladesh,BD
Kumarkhali Paurashava,BD40507199,Kumarkhali,BD405071,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD
Kumedpur,BD55857654,Pirganj,BD558576,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD
Kumira,BD20158647,Sitakunda,BD201586,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Kumira,BD40879055,Tala,BD408790,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD
Kumrabaria,BD40441947,Jhenaidah Sadar,BD404419,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD
Kunda,BD20129080,Nasirnagar,BD201290,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD
Kunda Pukur,BD55736450,Nilphamari Sadar,BD557364,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD
Kundagram,BD50100654,Adamdighi,BD501006,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD
Kunder Char,BD30869451,Zanjira,BD308694,Shariatpur,BD3086,Dhaka,BD30,Bangladesh,BD
Kunia,BD30545459,Madaripur Sadar,BD305454,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD
Kuptala,BD55322465,Gaibandha Sadar,BD553224,Gaibandha,BD5532,Rangpur,BD55,Bangladesh,BD
Kuralgachhi,BD40183171,Damurhuda,BD401831,Chuadanga,BD4018,Khulna,BD40,Bangladesh,BD
Kurar Bazar,BD60911743,Beani Bazar,BD609117,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD
Kurikahania,BD45899063,Sreebardi,BD458990,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD
Kursha,BD40509458,Mirpur,BD405094,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD
Kursha,BD55854240,Kaunia,BD558542,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD
Kursha,BD55859271,Taraganj,BD558592,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD
Kurshi,BD60367773,Nabiganj,BD603677,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD
Kusanghal,BD10427331,Nalchity,BD104273,Jhalokati,BD1042,Barisal,BD10,Bangladesh,BD
Kusha Raniganj,BD55948269,Pirganj,BD559482,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD
Kushadanga,BD40874379,Kalaroa,BD408743,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD
Kushakhali,BD20514355,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD
Kushdaha,BD55276969,Nawabganj,BD552769,Dinajpur,BD5527,Rangpur,BD55,Bangladesh,BD
Kushiram Belpukur,BD55738567,Saidpur,BD557385,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD
Kushla,BD30355155,Kotali Para,BD303551,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD
Kushli,BD30359166,Tungi Para,BD303591,Gopalganj,BD3035,Dhaka,BD30,Bangladesh,BD
Kushlia,BD40874755,Kaliganj,BD408747,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD
Kushmail,BD45612059,Fulbaria,BD456120,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD
Kushna,BD40444267,Kotchandpur,BD404442,Jhenaidah,BD4044,Khulna,BD40,Bangladesh,BD
Kushtia,BD45615274,Mymensingh Sadar,BD456152,Mymensingh,BD4561,Mymensingh,BD45,Bangladesh,BD
Kushtia Paurashava,BD40507999,Kushtia Sadar,BD405079,Kushtia,BD4050,Khulna,BD40,Bangladesh,BD
Kushumhati,BD30261821,Dohar,BD302618,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD
Kushura,BD30261459,Dhamrai,BD302614,Dhaka,BD3026,Dhaka,BD30,Bangladesh,BD
Kuskhali,BD40878274,Satkhira Sadar,BD408782,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD
Kusumba,BD50387473,Panchbibi,BD503874,Joypurhat,BD5038,Rajshahi,BD50,Bangladesh,BD
Kusumba,BD50644754,Manda,BD506447,Naogaon,BD5064,Rajshahi,BD50,Bangladesh,BD
Kusumbi,BD50108857,Sherpur,BD501088,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD
Kusumpura,BD20156176,Patiya,BD201561,Chittagong,BD2015,Chittagong,BD20,Bangladesh,BD
Kutba,BD10092157,Burhanuddin,BD100921,Bhola,BD1009,Barisal,BD10,Bangladesh,BD
Kuti,BD20126369,Kasba,BD201263,Brahamanbaria,BD2012,Chittagong,BD20,Bangladesh,BD
Kutubjom,BD20224962,Maheshkhali,BD202249,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD
Kutubpur,BD20750766,Begumganj,BD207507,Noakhali,BD2075,Chittagong,BD20,Bangladesh,BD
Kutubpur,BD30548758,Shib Char,BD305487,Madaripur,BD3054,Dhaka,BD30,Bangladesh,BD
Kutubpur,BD30675879,Narayanganj Sadar,BD306758,Narayanganj,BD3067,Dhaka,BD30,Bangladesh,BD
Kutubpur,BD40182347,Chuadanga Sadar,BD401823,Chuadanga,BD4018,Khulna,BD40,Bangladesh,BD
Kutubpur,BD40578757,Meherpur Sadar,BD405787,Meherpur,BD4057,Khulna,BD40,Bangladesh,BD
Kutubpur,BD50108163,Sariakandi,BD501081,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD
Kutubpur,BD55850363,Badarganj,BD558503,Rangpur,BD5585,Rangpur,BD55,Bangladesh,BD
Kutuk Chhari,BD20848754,Rangamati Sadar,BD208487,Rangamati,BD2084,Chittagong,BD20,Bangladesh,BD
Kytola,BD50761647,Bera,BD507616,Pabna,BD5076,Rajshahi,BD50,Bangladesh,BD
Labsa,BD40878281,Satkhira Sadar,BD408782,Satkhira,BD4087,Khulna,BD40,Bangladesh,BD
Laharkandi,BD20514360,Lakshmipur Sadar,BD205143,Lakshmipur,BD2051,Chittagong,BD20,Bangladesh,BD
Lahiri Para,BD50102047,Bogra Sadar,BD501020,Bogra,BD5010,Rajshahi,BD50,Bangladesh,BD
Lahuria,BD40655247,Lohagara,BD406552,Narail,BD4065,Khulna,BD40,Bangladesh,BD
Lakhai,BD60366854,Lakhai,BD603668,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD
Lakher Para,BD30932877,Ghatail,BD309328,Tangail,BD3093,Dhaka,BD30,Bangladesh,BD
Lakhpur,BD40013442,Fakirhat,BD400134,Bagerhat,BD4001,Khulna,BD40,Bangladesh,BD
Lakhyarchar,BD20221672,Chakaria,BD202216,Cox's Bazar,BD2022,Chittagong,BD20,Bangladesh,BD
Laksam,BD20197252,Laksam,BD201972,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD
Laksam Paurashava,BD20197299,Laksam,BD201972,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD
Lakshanaband,BD60913869,Golabganj,BD609138,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD
Lakshmanpur,BD20197459,Manoharganj,BD201974,Comilla,BD2019,Chittagong,BD20,Bangladesh,BD
Lakshmanpur,BD40419060,Sharsha,BD404190,Jessore,BD4041,Khulna,BD40,Bangladesh,BD
Lakshmanpur,BD45898874,Sherpur Sadar,BD458988,Sherpur,BD4589,Mymensingh,BD45,Bangladesh,BD
Lakshmansree,BD60908939,Sunamganj Sadar,BD609089,Sunamganj,BD6090,Sylhet,BD60,Bangladesh,BD
Lakshmi Chap,BD55736473,Nilphamari Sadar,BD557364,Nilphamari,BD5573,Rangpur,BD55,Bangladesh,BD
Lakshmi Pasha,BD60913860,Golabganj,BD609138,Sylhet,BD6091,Sylhet,BD60,Bangladesh,BD
Lakshmichhari,BD20466171,Lakshmichhari,BD204661,Khagrachhari,BD2046,Chittagong,BD20,Bangladesh,BD
